,source_link,target_link 
3597,1527,6278
3598,1527,128
3599,1527,284
3600,1527,2017
3601,1527,45
3602,1527,119
3603,1527,262
3604,1527,1857
3605,1527,252
3606,1527,14
3607,1527,246
3608,1528,604
3609,1528,63
3610,1528,148
3611,1528,31
3612,1528,332
3613,1528,5041
3614,1528,5065
3615,1528,200
3616,1528,140
3617,1528,4940
3618,1528,262
3619,1528,150
3620,1528,26
3621,1528,35
3622,1528,83
3623,1528,51
3624,1528,308
3625,1528,3020
3626,1528,276
3627,1528,33
3628,1528,1324
3629,1528,84
3630,1528,334
3631,1528,252
3632,1528,160
3633,1528,324
3634,1528,1661
3635,1528,258
3636,1528,379
3637,1528,3187
3638,1528,7902
3639,1529,7110
3640,1529,262
3641,1529,5041
3642,1530,34
3643,1531,34
3644,1532,34
3645,1533,34
3646,1534,34
3647,1536,34
3648,1538,34
3649,1538,2078
3650,1539,7852
3651,1540,34
3652,1541,34
3653,1542,34
3654,1543,34
3655,1544,34
3656,1545,34
3657,1546,34
3658,1547,34
3659,1548,34
3660,1549,34
3661,1550,34
3662,1551,34
3663,1552,34
3664,1552,2078
3665,1558,1555
3666,1559,34
3667,1560,34
3668,1562,269
3669,1562,6427
3670,1562,44
3671,1562,5065
3672,1562,34
3673,1562,4612
3674,1562,53
3675,1563,2078
3676,1564,34
3677,1565,34
3678,1566,34
3679,1568,4440
3680,1569,7852
3681,1570,34
3682,1571,1555
3683,1573,34
3684,1574,34
3685,1575,35
3686,1577,65
3687,1578,2757
3688,1578,204
3689,1581,35
3690,1581,65
3691,1581,6947
3692,1581,98
3693,1585,6946
3694,1585,35
3695,1585,1617
3696,1585,5994
3697,1585,1079
3698,1587,6946
3699,1587,35
3700,1587,1617
3701,1587,5994
3702,1587,1079
3703,1588,35
3704,1589,6946
3705,1589,35
3706,1589,1617
3707,1589,5994
3708,1589,1079
3709,1591,7755
3710,1591,3187
3711,1591,150
3712,1591,3940
3713,1591,246
3714,1591,8172
3715,1591,1475
3716,1591,201
3717,1591,8734
3718,1591,8717
3719,1591,7757
3720,1593,221
3721,1593,35
3722,1594,1079
3723,1594,6176
3724,1594,358
3725,1594,123
3726,1594,295
3727,1594,17
3728,1594,73
3729,1594,35
3730,1594,227
3731,1594,8089
3732,1594,3018
3733,1594,3021
3734,1594,82
3735,1594,3022
3736,1594,158
3737,1594,102
3738,1594,210
3739,1594,3930
3740,1594,1308
3741,1595,8734
3742,1597,35
3743,1598,35
3744,1598,150
3745,1598,8623
3746,1598,8692
3747,1598,8687
3748,1598,7762
3749,1598,8734
3750,1599,1079
3751,1599,6176
3752,1599,358
3753,1599,123
3754,1599,295
3755,1599,17
3756,1599,73
3757,1599,35
3758,1599,227
3759,1599,8089
3760,1599,3018
3761,1599,3021
3762,1599,82
3763,1599,3022
3764,1599,158
3765,1599,102
3766,1599,210
3767,1599,3930
3768,1599,1308
3769,1600,1606
3770,1602,302
3771,1602,162
3772,1602,6946
3773,1602,35
3774,1602,3187
3775,1602,344
3776,1602,93
3777,1605,1618
3778,1605,8668
3779,1605,1488
3780,1605,1079
3781,1605,35
3782,1607,7715
3783,1612,8692
3784,1612,35
3785,1613,65
3786,1613,204
3787,1613,8688
3788,1613,8692
3789,1613,8687
3790,1613,36
3791,1613,1857
3792,1613,160
3793,1613,98
3794,1613,8309
3795,1613,1806
3796,1613,1809
3797,1615,41
3798,1615,5065
3799,1615,45
3800,1615,61
3801,1615,3020
3802,1615,7898
3803,1615,7902
3804,1616,1617
3805,1617,66
3806,1617,1862
3807,1617,1863
3808,1619,1660
3809,1619,36
3810,1619,1490
3811,1620,1657
3812,1620,1658
3813,1620,1659
3814,1620,1660
3815,1620,1079
3816,1620,1661
3817,1622,36
3818,1624,1654
3819,1624,2375
3820,1625,56
3821,1625,2375
3822,1626,2375
3823,1626,36
3824,1627,200
3825,1627,31
3826,1627,1861
3827,1627,332
3828,1627,324
3829,1627,36
3830,1627,258
3831,1627,379
3832,1627,140
3833,1627,150
3834,1627,4940
3835,1627,9206
3836,1627,262
3837,1627,2006
3838,1627,8550
3839,1627,26
3840,1627,56
3841,1627,35
3842,1627,2257
3843,1627,33
3844,1627,1324
3845,1627,84
3846,1627,83
3847,1627,51
3848,1627,334
3849,1627,63
3850,1627,365
3851,1627,5041
3852,1627,138
3853,1627,227
3854,1627,252
3855,1627,160
3856,1627,308
3857,1627,6947
3858,1627,1661
3859,1627,5065
3860,1627,3020
3861,1627,276
3862,1627,3805
3863,1627,3187
3864,1627,7902
3865,1627,37
3866,1627,70
3867,1627,1806
3868,1627,19
3869,1628,8629
3870,1628,8630
3871,1628,1079
3872,1628,128
3873,1628,5041
3874,1628,14
3875,1628,122
3876,1628,45
3877,1628,150
3878,1628,35
3879,1628,55
3880,1628,3020
3881,1628,36
3882,1628,8634
3883,1628,8635
3884,1628,8637
3885,1628,8638
3886,1628,8640
3887,1628,8642
3888,1628,8644
3889,1628,8645
3890,1628,8646
3891,1628,8647
3892,1628,8648
3893,1628,8649
3894,1628,8651
3895,1630,93
3896,1630,36
3897,1630,122
3898,1630,6135
3899,1631,93
3900,1631,36
3901,1631,122
3902,1631,6135
3903,1632,8684
3904,1633,4723
3905,1633,36
3906,1633,9108
3907,1633,1263
3908,1633,8689
3909,1638,2375
3910,1642,9
3911,1642,33
3912,1644,8681
3913,1644,36
3914,1644,2375
3915,1645,363
3916,1645,36
3917,1645,1638
3918,1645,1624
3919,1648,6178
3920,1648,8734
3921,1648,6130
3922,1648,8689
3923,1648,8709
3924,1648,8756
3925,1648,8755
3926,1648,8622
3927,1648,41
3928,1648,90
3929,1648,5484
3930,1648,36
3931,1648,31
3932,1648,805
3933,1649,2078
3934,1649,4440
3935,1650,334
3936,1650,201
3937,1650,196
3938,1650,388
3939,1650,160
3940,1650,122
3941,1650,8755
3942,1650,36
3943,1650,35
3944,1650,8652
3945,1650,14
3946,1650,8742
3947,1650,83
3948,1650,181
3949,1650,119
3950,1650,7902
3951,1650,598
3952,1650,545
3953,1650,310
3954,1650,209
3955,1650,3354
3956,1651,124
3957,1651,41
3958,1651,3802
3959,1651,9
3960,1651,5064
3961,1651,5065
3962,1651,2417
3963,1651,1661
3964,1651,6145
3965,1651,1224
3966,1651,6282
3967,1652,8628
3968,1652,8629
3969,1652,127
3970,1652,7113
3971,1652,1079
3972,1652,1324
3973,1652,14
3974,1652,3020
3975,1652,8645
3976,1652,8647
3977,1652,1811
3978,1652,1806
3979,1652,1983
3980,1652,1984
3981,1653,604
3982,1653,31
3983,1653,14
3984,1653,45
3985,1653,6478
3986,1653,2006
3987,1653,51
3988,1653,36
3989,1653,348
3990,1653,93
3991,1653,6946
3992,1653,3802
3993,1653,388
3994,1653,160
3995,1653,150
3996,1653,334
3997,1653,246
3998,1653,56
3999,1653,30
4000,1653,0
4001,1653,1488
4002,1653,1489
4003,1653,1475
4004,1653,6
4005,1653,72
4006,1653,1491
4007,1653,3
4008,1653,88
4009,1653,601
4010,1653,602
4011,1654,2375
4012,1655,26
4013,1655,51
4014,1655,31
4015,1655,1079
4016,1655,83
4017,1655,93
4018,1655,3444
4019,1655,36
4020,1655,14
4021,1656,302
4022,1656,14
4023,1656,5064
4024,1656,128
4025,1656,35
4026,1656,160
4027,1656,334
4028,1656,3187
4029,1656,3805
4030,1656,36
4031,1656,162
4032,1656,1079
4033,1656,9
4034,1656,1661
4035,1656,1627
4036,1656,184
4037,1656,4967
4038,1659,1617
4039,1659,2217
4040,1661,2019
4041,1661,2020
4042,1661,2021
4043,1661,2022
4044,1661,2023
4045,1661,2024
4046,1662,7898
4047,1662,337
4048,1662,4257
4049,1662,7905
4050,1663,1075
4051,1663,337
4052,1664,37
4053,1665,37
4054,1665,337
4055,1668,1075
4056,1668,337
4057,1671,37
4058,1675,1075
4059,1675,337
4060,1676,3030
4061,1676,336
4062,1676,4256
4063,1676,7905
4064,1676,49
4065,1676,70
4066,1678,37
4067,1678,8639
4068,1678,8642
4069,1678,8647
4070,1678,8649
4071,1678,8665
4072,1678,8754
4073,1678,396
4074,1681,119
4075,1681,8698
4076,1681,1077
4077,1683,2216
4078,1683,37
4079,1684,2216
4080,1684,37
4081,1686,340
4082,1686,313
4083,1686,337
4084,1686,7905
4085,1687,42
4086,1688,340
4087,1688,313
4088,1688,337
4089,1688,7905
4090,1689,8668
4091,1689,1806
4092,1692,37
4093,1692,337
4094,1693,37
4095,1693,1490
4096,1693,1112
4097,1693,1806
4098,1694,6178
4099,1697,37
4100,1698,337
4101,1699,8668
4102,1699,1806
4103,1700,1704
4104,1701,37
4105,1701,298
4106,1701,8647
4107,1702,4257
4108,1703,8635
4109,1703,8267
4110,1706,472
4111,1706,1
4112,1706,37
4113,1711,38
4114,1713,38
4115,1715,8652
4116,1718,8652
4117,1718,38
4118,1718,1809
4119,1723,38
4120,1724,128
4121,1727,38
4122,1728,460
4123,1730,8729
4124,1730,9
4125,1730,3245
4126,1732,38
4127,1733,38
4128,1736,1263
4129,1738,38
4130,1739,38
4131,1740,7902
4132,1740,1079
4133,1740,159
4134,1740,365
4135,1740,128
4136,1740,119
4137,1740,31
4138,1740,14
4139,1740,190
4140,1740,1112
4141,1740,284
4142,1740,9036
4143,1741,38
4144,1742,6135
4145,1743,147
4146,1745,5051
4147,1745,1079
4148,1745,5065
4149,1745,31
4150,1745,9
4151,1745,1224
4152,1745,365
4153,1745,7902
4154,1745,119
4155,1745,374
4156,1745,330
4157,1745,8665
4158,1745,133
4159,1745,8671
4160,1745,6178
4161,1745,8653
4162,1746,38
4163,1748,38
4164,1748,2078
4165,1751,39
4166,1751,38
4167,1751,6427
4168,1751,2217
4169,1751,1810
4170,1752,7801
4171,1752,1986
4172,1754,38
4173,1754,1809
4174,1754,1810
4175,1754,1806
4176,1758,39
4177,1759,2475
4178,1759,39
4179,1762,2475
4180,1762,39
4181,1765,39
4182,1766,39
4183,1767,39
4184,1768,39
4185,1771,6343
4186,1773,39
4187,1779,39
4188,1783,39
4189,1785,39
4190,1786,39
4191,1788,39
4192,1789,1079
4193,1789,39
4194,1790,2078
4195,1790,7895
4196,1792,39
4197,1792,8665
4198,1792,8
4199,1796,39
4200,1797,39
4201,1799,2078
4202,1801,142
4203,1802,1983
4204,1804,1803
4205,1805,39
4206,1807,6427
4207,1808,6427
4208,1808,2217
4209,1820,40
4210,1821,2078
4211,1823,40
4212,1825,40
4213,1827,2475
4214,1827,40
4215,1835,40
4216,1837,1079
4217,1837,1224
4218,1837,33
4219,1837,602
4220,1837,3976
4221,1838,599
4222,1838,597
4223,1838,603
4224,1838,41
4225,1838,53
4226,1838,2653
4227,1838,1255
4228,1839,31
4229,1839,4981
4230,1839,9
4231,1839,376
4232,1839,6929
4233,1839,14
4234,1839,1079
4235,1839,2465
4236,1839,88
4237,1839,3589
4238,1839,3995
4239,1839,128
4240,1839,8652
4241,1839,7905
4242,1839,597
4243,1841,7902
4244,1841,41
4245,1841,93
4246,1841,196
4247,1841,160
4248,1841,376
4249,1841,8681
4250,1841,8709
4251,1841,8687
4252,1841,8618
4253,1841,8725
4254,1841,8742
4255,1841,7898
4256,1841,8653
4257,1841,7755
4258,1842,31
4259,1842,14
4260,1844,67
4261,1844,53
4262,1844,3030
4263,1844,1224
4264,1844,9
4265,1844,63
4266,1844,1079
4267,1844,332
4268,1844,126
4269,1844,31
4270,1844,14
4271,1844,45
4272,1844,148
4273,1844,270
4274,1844,169
4275,1844,597
4276,1844,12
4277,1844,458
4278,1844,1495
4279,1845,148
4280,1845,2663
4281,1845,128
4282,1845,14
4283,1845,3437
4284,1845,100
4285,1845,12
4286,1845,45
4287,1846,4981
4288,1846,930
4289,1846,9274
4290,1846,31
4291,1846,45
4292,1846,128
4293,1846,9
4294,1847,365
4295,1847,41
4296,1848,3019
4297,1848,41
4298,1849,1079
4299,1849,1627
4300,1849,1496
4301,1849,1661
4302,1850,31
4303,1850,14
4304,1851,26
4305,1851,9145
4306,1852,421
4307,1852,36
4308,1852,3020
4309,1852,3106
4310,1853,3995
4311,1853,148
4312,1853,3974
4313,1853,4007
4314,1853,8652
4315,1853,133
4316,1853,1224
4317,1853,9
4318,1853,4034
4319,1853,2671
4320,1853,8749
4321,1853,5504
4322,1853,1812
4323,1853,598
4324,1853,70
4325,1853,3354
4326,1854,1224
4327,1854,1079
4328,1854,33
4329,1856,8622
4330,1856,138
4331,1856,31
4332,1856,14
4333,1856,8716
4334,1856,8671
4335,1858,219
4336,1858,1079
4337,1858,31
4338,1858,14
4339,1858,128
4340,1858,262
4341,1858,379
4342,1858,63
4343,1858,1224
4344,1858,339
4345,1858,8625
4346,1858,284
4347,1858,935
4348,1858,3432
4349,1858,8666
4350,1858,124
4351,1859,1079
4352,1859,1224
4353,1859,93
4354,1861,5065
4355,1861,1079
4356,1862,41
4357,1864,42
4358,1868,42
4359,1868,30
4360,1868,0
4361,1870,1079
4362,1870,8627
4363,1870,610
4364,1871,1
4365,1871,472
4366,1871,8717
4367,1871,8658
4368,1871,8744
4369,1871,8656
4370,1883,4823
4371,1883,7898
4372,1883,1491
4373,1888,8
4374,1888,597
4375,1890,43
4376,1890,67
4377,1890,1806
4378,1890,2869
4379,1891,43
4380,1891,6679
4381,1891,6680
4382,1891,6681
4383,1891,2869
4384,1891,2844
4385,1891,1083
4386,1891,2870
4387,1894,4698
4388,1896,2869
4389,1898,1618
4390,1899,1806
4391,1899,2826
4392,1901,2869
4393,1901,2078
4394,1903,2996
4395,1904,6884
4396,1905,0
4397,1905,340
4398,1906,2869
4399,1908,2869
4400,1909,8683
4401,1909,1492
4402,1909,1891
4403,1909,32
4404,1909,67
4405,1909,174
4406,1909,8681
4407,1909,6679
4408,1909,6681
4409,1909,2869
4410,1909,1806
4411,1909,1809
4412,1909,1808
4413,1909,1810
4414,1909,3856
4415,1909,396
4416,1909,17
4417,1912,1618
4418,1912,7910
4419,1912,1806
4420,1913,1492
4421,1913,1891
4422,1914,2869
4423,1919,1618
4424,1919,7910
4425,1919,1806
4426,1922,8634
4427,1925,2869
4428,1926,2869
4429,1926,2078
4430,1928,67
4431,1928,2869
4432,1929,1809
4433,1929,1807
4434,1929,1810
4435,1929,3856
4436,1930,8
4437,1932,8711
4438,1933,2869
4439,1937,1806
4440,1937,2869
4441,1938,1809
4442,1938,1806
4443,1938,1811
4444,1938,1810
4445,1938,1808
4446,1938,44
4447,1938,1390
4448,1941,44
4449,1941,3855
4450,1941,7909
4451,1941,8656
4452,1941,9138
4453,1945,44
4454,1945,3855
4455,1945,8690
4456,1945,8742
4457,1949,2078
4458,1955,2078
4459,1956,2078
4460,1957,44
4461,1957,5792
4462,1957,3855
4463,1964,44
4464,1973,3855
4465,1973,44
4466,1984,6427
4467,1988,112
4468,1988,45
4469,1988,7112
4470,1989,45
4471,1989,608
4472,1989,934
4473,1989,1994
4474,1992,2216
4475,1992,1661
4476,1992,2078
4477,1994,7800
4478,1996,45
4479,1996,2006
4480,1997,45
4481,1997,8644
4482,2000,45
4483,2000,602
4484,2000,7902
4485,2000,1661
4486,2001,45
4487,2001,602
4488,2001,7902
4489,2001,1661
4490,2003,1079
4491,2003,5064
4492,2003,1661
4493,2003,128
4494,2003,6016
4495,2003,132
4496,2003,112
4497,2003,4940
4498,2003,332
4499,2003,935
4500,2005,1079
4501,2005,5064
4502,2005,1661
4503,2005,128
4504,2005,6016
4505,2005,132
4506,2005,112
4507,2005,4940
4508,2005,332
4509,2005,935
4510,2006,1661
4511,2006,1617
4512,2006,3640
4513,2006,9
4514,2006,9542
4515,2007,41
4516,2007,128
4517,2007,31
4518,2007,45
4519,2007,805
4520,2007,9
4521,2007,332
4522,2007,63
4523,2007,148
4524,2007,3432
4525,2010,112
4526,2010,45
4527,2010,128
4528,2011,1661
4529,2014,1751
4530,2014,180
4531,2014,256
4532,2014,1261
4533,2014,4981
4534,2014,9
4535,2014,3856
4536,2014,1661
4537,2017,45
4538,2017,602
4539,2017,7902
4540,2017,1661
4541,2019,1810
4542,2019,45
4543,2020,1661
4544,2021,1661
4545,2022,7800
4546,2023,2022
4547,2023,1661
4548,2023,7799
4549,2023,7800
4550,2023,7801
4551,2024,2022
4552,2024,1661
4553,2029,46
4554,2032,8097
4555,2033,2078
4556,2033,7895
4557,2035,1618
4558,2035,1984
4559,2041,2078
4560,2042,46
4561,2044,2078
4562,2044,46
4563,2044,2216
4564,2045,2078
4565,2046,46
4566,2047,46
4567,2048,46
4568,2049,46
4569,2049,4440
4570,2051,46
4571,2053,46
4572,2054,1807
4573,2054,1810
4574,2054,1983
4575,2054,1618
4576,2054,1808
4577,2054,1806
4578,2054,7454
4579,2054,46
4580,2054,2078
4581,2055,7267
4582,2056,46
4583,2057,46
4584,2066,6427
4585,2066,2078
4586,2066,1618
4587,2067,46
4588,2069,533
4589,2080,47
4590,2081,47
4591,2087,2210
4592,2087,365
4593,2088,48
4594,2088,2128
4595,2088,2129
4596,2088,2130
4597,2088,2131
4598,2088,2132
4599,2088,2134
4600,2088,2135
4601,2088,2136
4602,2088,2137
4603,2088,2138
4604,2088,2139
4605,2088,2140
4606,2088,2141
4607,2088,2142
4608,2089,2088
4609,2091,609
4610,2091,209
4611,2092,48
4612,2093,48
4613,2093,2399
4614,2093,3856
4615,2095,48
4616,2095,8652
4617,2095,6130
4618,2095,3408
4619,2095,6135
4620,2095,1078
4621,2095,5065
4622,2095,31
4623,2095,5041
4624,2095,3018
4625,2096,5901
4626,2096,2217
4627,2096,1660
4628,2099,3018
4629,2099,48
4630,2107,48
4631,2110,1079
4632,2110,169
4633,2110,805
4634,2110,31
4635,2110,374
4636,2110,6946
4637,2110,9
4638,2110,8671
4639,2110,8652
4640,2110,8665
4641,2110,6179
4642,2110,5668
4643,2110,48
4644,2110,9143
4645,2111,369
4646,2112,48
4647,2113,48
4648,2117,8760
4649,2117,35
4650,2117,48
4651,2117,8725
4652,2117,3937
4653,2117,8734
4654,2117,8692
4655,2124,4230
4656,2124,15
4657,2124,49
4658,2124,1
4659,2124,11
4660,2124,10
4661,2124,30
4662,2124,85
4663,2124,86
4664,2124,21
4665,2124,59
4666,2124,87
4667,2124,16
4668,2124,29
4669,2124,54
4670,2124,61
4671,2124,23
4672,2124,48
4673,2124,20
4674,2124,278
4675,2124,2298
4676,2124,8267
4677,2124,7894
4678,2124,0
4679,2124,1488
4680,2124,1489
4681,2124,1475
4682,2124,6
4683,2124,1490
4684,2124,1491
4685,2124,3
4686,2124,18
4687,2124,6427
4688,2125,48
4689,2132,48
4690,2136,48
4691,2138,48
4692,2141,48
4693,2142,48
4694,2143,2176
4695,2143,49
4696,2144,2176
4697,2144,49
4698,2145,49
4699,2146,49
4700,2147,49
4701,2148,9
4702,2148,49
4703,2149,49
4704,2150,17
4705,2150,49
4706,2150,7905
4707,2152,609
4708,2152,295
4709,2152,369
4710,2152,4963
4711,2152,49
4712,2152,37
4713,2153,609
4714,2153,125
4715,2153,295
4716,2153,369
4717,2153,49
4718,2153,37
4719,2154,49
4720,2155,49
4721,2156,49
4722,2156,4034
4723,2160,2163
4724,2160,49
4725,2161,17
4726,2161,49
4727,2162,49
4728,2162,6555
4729,2162,839
4730,2162,3556
4731,2162,2423
4732,2162,2407
4733,2162,2408
4734,2162,2409
4735,2162,2410
4736,2162,3087
4737,2162,2411
4738,2162,2413
4739,2162,2424
4740,2164,49
4741,2164,8716
4742,2164,8724
4743,2165,49
4744,2165,8724
4745,2169,8716
4746,2169,49
4747,2171,49
4748,2172,49
4749,2173,2078
4750,2174,97
4751,2174,2173
4752,2174,309
4753,2175,8724
4754,2175,49
4755,2175,3030
4756,2177,49
4757,2178,49
4758,2179,49
4759,2179,602
4760,2180,49
4761,2181,49
4762,2183,49
4763,2185,49
4764,2185,2412
4765,2185,458
4766,2186,49
4767,2187,49
4768,2188,49
4769,2189,49
4770,2192,50
4771,2195,50
4772,2196,138
4773,2196,202
4774,2197,2078
4775,2200,51
4776,2201,8652
4777,2201,8671
4778,2201,8687
4779,2201,8742
4780,2201,1079
4781,2201,1509
4782,2201,51
4783,2201,45
4784,2201,8641
4785,2201,9578
4786,2201,1807
4787,2201,1618
4788,2202,258
4789,2202,51
4790,2203,51
4791,2203,5064
4792,2203,5065
4793,2203,379
4794,2203,1617
4795,2203,4967
4796,2203,8652
4797,2204,6309
4798,2204,1079
4799,2204,127
4800,2204,9
4801,2204,4981
4802,2204,332
4803,2204,1324
4804,2204,3020
4805,2204,26
4806,2204,83
4807,2204,51
4808,2204,304
4809,2204,160
4810,2204,246
4811,2204,150
4812,2204,3187
4813,2204,334
4814,2204,33
4815,2204,8620
4816,2204,314
4817,2204,254
4818,2204,200
4819,2204,90
4820,2204,2776
4821,2204,3444
4822,2204,252
4823,2204,88
4824,2204,1857
4825,2204,140
4826,2204,63
4827,2204,128
4828,2204,8622
4829,2204,4940
4830,2206,138
4831,2208,51
4832,2208,2078
4833,2210,8666
4834,2210,8669
4835,2210,8665
4836,2210,1079
4837,2210,379
4838,2210,262
4839,2210,83
4840,2210,51
4841,2210,308
4842,2211,3020
4843,2212,3020
4844,2213,9274
4845,2213,31
4846,2213,83
4847,2214,3410
4848,2217,1083
4849,2218,52
4850,2219,52
4851,2219,1474
4852,2219,1458
4853,2220,52
4854,2221,5232
4855,2221,80
4856,2221,52
4857,2222,52
4858,2222,1489
4859,2222,2408
4860,2223,5232
4861,2223,80
4862,2223,52
4863,2223,1489
4864,2224,1489
4865,2224,5232
4866,2224,2408
4867,2225,52
4868,2226,52
4869,2228,52
4870,2229,8716
4871,2229,52
4872,2229,1812
4873,2229,1806
4874,2230,52
4875,2231,12
4876,2231,52
4877,2231,23
4878,2232,52
4879,2233,52
4880,2233,1458
4881,2234,52
4882,2236,1660
4883,2237,1079
4884,2237,53
4885,2237,6947
4886,2237,6946
4887,2237,150
4888,2237,35
4889,2237,55
4890,2237,3187
4891,2237,122
4892,2237,8692
4893,2237,1078
4894,2237,8687
4895,2237,3020
4896,2237,202
4897,2237,3973
4898,2237,1660
4899,2237,2216
4900,2238,8665
4901,2238,3169
4902,2238,53
4903,2238,2611
4904,2238,7792
4905,2239,3410
4906,2239,787
4907,2239,6947
4908,2239,8482
4909,2239,811
4910,2240,6176
4911,2241,7898
4912,2241,7905
4913,2241,53
4914,2241,67
4915,2241,1891
4916,2243,787
4917,2246,1660
4918,2247,9542
4919,2248,787
4920,2251,8470
4921,2251,7960
4922,2251,2259
4923,2251,8482
4924,2251,53
4925,2252,8
4926,2252,4111
4927,2252,4455
4928,2252,53
4929,2252,1617
4930,2252,69
4931,2252,8624
4932,2252,8649
4933,2252,227
4934,2252,295
4935,2253,26
4936,2253,143
4937,2255,125
4938,2255,6738
4939,2255,610
4940,2255,90
4941,2255,8467
4942,2255,6947
4943,2255,1617
4944,2255,787
4945,2256,53
4946,2256,74
4947,2257,1617
4948,2257,6282
4949,2257,53
4950,2258,5064
4951,2258,1617
4952,2258,4792
4953,2258,364
4954,2258,53
4955,2259,53
4956,2259,82
4957,2259,610
4958,2261,53
4959,2261,62
4960,2261,35
4961,2261,8692
4962,2261,8751
4963,2262,8470
4964,2262,7960
4965,2262,2259
4966,2262,8482
4967,2262,53
4968,2265,787
4969,2266,1079
4970,2266,53
4971,2266,340
4972,2267,7894
4973,2267,340
4974,2267,53
4975,2269,53
4976,2269,309
4977,2269,69
4978,2270,53
4979,2270,309
4980,2270,69
4981,2271,7895
4982,2271,1809
4983,2271,115
4984,2272,4823
4985,2272,787
4986,2273,53
4987,2274,1079
4988,2274,53
4989,2274,340
4990,2275,2535
4991,2275,53
4992,2277,53
4993,2278,54
4994,2279,2326
4995,2279,54
4996,2282,2287
4997,2282,54
4998,2284,54
4999,2285,54
5000,2287,2216
5001,2287,54
5002,2288,2298
5003,2288,2307
5004,2294,54
5005,2295,54
5006,2296,2287
5007,2296,54
5008,2297,54
5009,2298,1983
5010,2298,54
5011,2299,54
5012,2299,2287
5013,2300,2296
5014,2300,2287
5015,2300,54
5016,2302,54
5017,2303,1410
5018,2307,54
5019,2308,54
5020,2310,54
5021,2310,6427
5022,2312,54
5023,2320,2298
5024,2321,54
5025,2324,21
5026,2324,54
5027,2328,2323
5028,2328,54
5029,2330,54
5030,2333,597
5031,2333,602
5032,2333,601
5033,2333,55
5034,2333,6135
5035,2337,8692
5036,2337,55
5037,2337,35
5038,2337,2937
5039,2339,150
5040,2339,35
5041,2339,55
5042,2339,227
5043,2339,3187
5044,2339,56
5045,2340,6135
5046,2342,1617
5047,2342,3940
5048,2342,150
5049,2342,35
5050,2342,55
5051,2342,3187
5052,2342,56
5053,2342,93
5054,2342,3802
5055,2342,3803
5056,2342,3804
5057,2342,3805
5058,2343,82
5059,2343,8692
5060,2343,35
5061,2343,55
5062,2344,3805
5063,2344,3802
5064,2345,3805
5065,2345,3802
5066,2346,3187
5067,2346,3802
5068,2347,82
5069,2347,8692
5070,2347,35
5071,2347,55
5072,2348,8733
5073,2348,8681
5074,2348,8755
5075,2348,3804
5076,2348,6145
5077,2348,55
5078,2348,84
5079,2348,1857
5080,2348,3940
5081,2349,41
5082,2349,1079
5083,2349,55
5084,2349,14
5085,2349,35
5086,2349,122
5087,2349,8709
5088,2349,8756
5089,2351,90
5090,2351,1079
5091,2351,3020
5092,2351,35
5093,2351,122
5094,2351,55
5095,2351,138
5096,2353,6136
5097,2353,6145
5098,2353,196
5099,2354,5476
5100,2354,9
5101,2354,160
5102,2354,35
5103,2354,55
5104,2354,128
5105,2354,84
5106,2355,8659
5107,2355,8653
5108,2355,6178
5109,2355,8734
5110,2355,8681
5111,2355,8692
5112,2355,7755
5113,2355,7762
5114,2355,8687
5115,2355,3937
5116,2355,99
5117,2355,150
5118,2355,55
5119,2355,6145
5120,2355,1488
5121,2356,252
5122,2356,99
5123,2356,3187
5124,2356,150
5125,2356,55
5126,2356,9151
5127,2356,8751
5128,2356,2355
5129,2356,7755
5130,2356,7762
5131,2356,8653
5132,2356,8734
5133,2356,8681
5134,2356,8659
5135,2357,5041
5136,2357,5065
5137,2357,5064
5138,2357,2014
5139,2357,3940
5140,2357,56
5141,2357,4967
5142,2357,8751
5143,2357,8687
5144,2357,8692
5145,2357,7755
5146,2357,7762
5147,2358,8645
5148,2358,8692
5149,2358,6178
5150,2358,8706
5151,2358,8707
5152,2358,8627
5153,2358,8729
5154,2358,4098
5155,2359,55
5156,2359,1324
5157,2359,6135
5158,2360,55
5159,2360,35
5160,2361,55
5161,2361,8692
5162,2361,8706
5163,2361,8707
5164,2362,55
5165,2369,3245
5166,2369,113
5167,2369,3187
5168,2369,8623
5169,2369,334
5170,2369,37
5171,2378,2382
5172,2380,5971
5173,2380,7763
5174,2380,8773
5175,2380,1075
5176,2382,3802
5177,2382,8684
5178,2382,388
5179,2382,3027
5180,2385,7505
5181,2389,8684
5182,2391,8652
5183,2391,8684
5184,2391,2374
5185,2391,56
5186,2393,3937
5187,2395,1649
5188,2395,8684
5189,2397,56
5190,2400,5345
5191,2400,57
5192,2400,5346
5193,2402,57
5194,2402,5346
5195,2402,6282
5196,2403,1490
5197,2403,5345
5198,2403,57
5199,2403,5346
5200,2404,1490
5201,2404,5345
5202,2404,57
5203,2404,5346
5204,2405,133
5205,2405,5345
5206,2405,57
5207,2405,5346
5208,2407,4966
5209,2407,5804
5210,2407,1488
5211,2407,289
5212,2407,2406
5213,2408,1489
5214,2409,1475
5215,2411,1491
5216,2412,7895
5217,2415,1492
5218,2417,4963
5219,2417,4964
5220,2417,4965
5221,2417,4966
5222,2417,159
5223,2417,1617
5224,2417,4967
5225,2417,4968
5226,2418,2406
5227,2418,1001
5228,2419,2327
5229,2419,3556
5230,2419,839
5231,2419,1338
5232,2419,60
5233,2426,58
5234,2435,58
5235,2438,6427
5236,2438,9027
5237,2440,58
5238,2442,58
5239,2442,1618
